web-scraper-order,web-scraper-start-url,pagination,type,prix,imgUrl-src,adress
"1751301413-348","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalons kaki","7 000CFA","https://images.coinafrique.com/thumb_4404326_uploaded_image1_1696525111.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-349","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon homme","Prix sur demande","https://images.coinafrique.com/thumb_4440296_uploaded_image3_1698926525.jpeg","Dakar Plateau, Dakar, Sénégal"
"1751301413-350","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Costume africaine","70 000CFA","https://images.coinafrique.com/thumb_4438990_uploaded_image1_1698861056.jpg","Dakar, Sénégal"
"1751301413-351","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Polo homme","2 500CFA","https://images.coinafrique.com/thumb_4406984_uploaded_image1_1696688227.jpg","Ouakam, Dakar, Sénégal"
"1751301413-352","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4398252_uploaded_image1_1696202369.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-353","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Lacoste homme","6 500CFA","https://images.coinafrique.com/thumb_4398246_uploaded_image1_1696202095.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-354","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4398229_uploaded_image1_1696201092.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-355","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon Minustow","22 000CFA","https://images.coinafrique.com/thumb_4436344_uploaded_image1_1698712216.jpg","Sipres, Dakar, Sénégal"
"1751301413-356","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4436119_uploaded_image2_1698695531.jpeg","Parcelle Assainies, Dakar, Sénégal"
"1751301413-357","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Veste bombardier","35 000CFA","https://images.coinafrique.com/thumb_4436038_uploaded_image1_1698690185.jpg","Medina, Dakar, Sénégal"
"1751301413-358","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4396686_uploaded_image1_1696084379.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-359","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Lacoste homme","6 500CFA","https://images.coinafrique.com/thumb_4396652_uploaded_image1_1696082212.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-360","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4396704_uploaded_image1_1696084832.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-361","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4396649_uploaded_image1_1696082069.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-362","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4396646_uploaded_image1_1696081983.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-363","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalons Kaki","7 000CFA","https://images.coinafrique.com/thumb_4396694_uploaded_image1_1696084612.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-364","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","T-shirt","Prix sur demande","https://images.coinafrique.com/thumb_4434874_uploaded_image1_1698603114.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-365","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Polo homme","Prix sur demande","https://images.coinafrique.com/thumb_4434860_uploaded_image1_1698602650.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-366","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble polo + pantalon kaki","Prix sur demande","https://images.coinafrique.com/thumb_4434857_uploaded_image1_1698602514.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-367","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Cargo","Prix sur demande","https://images.coinafrique.com/thumb_4434854_uploaded_image1_1698602429.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-368","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Lacoste","2 500CFA","https://images.coinafrique.com/thumb_4434754_uploaded_image1_1698595755.jpg","Grand Dakar, Dakar, Sénégal"
"1751301413-369","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Polos  Lacoste","6 500CFA","https://images.coinafrique.com/thumb_4394808_uploaded_image1_1695942324.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-370","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4394752_uploaded_image1_1695940238.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-371","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Vêtements homme","9 000CFA","https://images.coinafrique.com/thumb_4432425_uploaded_image1_1698396925.jpg","Les Parcelles Assainies, Dakar, Sénégal"
"1751301413-372","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Polo homme","4 000CFA","https://images.coinafrique.com/thumb_4430388_uploaded_image1_1698266351.jpg","Grand Yoff, Dakar, Sénégal"
"1751301413-373","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Tunique homme","Prix sur demande","https://images.coinafrique.com/thumb_4402162_uploaded_image1_1696418791.jpg","Guediawaye, Dakar, Sénégal"
"1751301413-374","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon homme","8 000CFA","https://images.coinafrique.com/thumb_4388908_uploaded_image1_1695540932.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-375","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","T-shirt  coton","4 500CFA","https://images.coinafrique.com/thumb_4388891_uploaded_image1_1695540156.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-376","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Chemise  coton","6 000CFA","https://images.coinafrique.com/thumb_4388893_uploaded_image1_1695540205.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-377","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Polo Lacoste","6 500CFA","https://images.coinafrique.com/thumb_4388875_uploaded_image1_1695539357.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-378","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble enfants","6 500CFA","https://images.coinafrique.com/thumb_4388885_uploaded_image1_1695539836.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-379","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble  enfants","13 000CFA","https://images.coinafrique.com/thumb_4388881_uploaded_image1_1695539621.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-380","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4388873_uploaded_image1_1695539286.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-381","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Jean homme","13 000CFA","https://images.coinafrique.com/thumb_4388871_uploaded_image1_1695539170.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-382","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon","8 000CFA","https://images.coinafrique.com/thumb_4385812_uploaded_image1_1695316813.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-383","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Liquette homme","10 000CFA","https://images.coinafrique.com/thumb_4424039_uploaded_image3_1697831959.jpeg","Dakar, Sénégal"
"1751301413-384","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon homme","12 000CFA","https://images.coinafrique.com/thumb_4423637_uploaded_image1_1697812729.jpg","Medina, Dakar, Sénégal"
"1751301413-385","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Vêtement homme","8 000CFA","https://images.coinafrique.com/thumb_4423632_uploaded_image1_1697812603.jpg","Medina, Dakar, Sénégal"
"1751301413-386","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Chemises homme","12 000CFA","https://images.coinafrique.com/thumb_4423630_uploaded_image1_1697812443.jpg","Medina, Dakar, Sénégal"
"1751301413-387","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Chemises homme","12 000CFA","https://images.coinafrique.com/thumb_4423626_uploaded_image1_1697812288.jpg","Medina, Dakar, Sénégal"
"1751301413-388","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Vêtements homme","6 000CFA","https://images.coinafrique.com/thumb_4423303_uploaded_image1_1697801075.jpg","Rufisque, Sénégal"
"1751301413-389","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Vêtements homme","Prix sur demande","https://images.coinafrique.com/thumb_4423183_uploaded_image1_1697796726.jpg","Mbao, Dakar, Sénégal"
"1751301413-390","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4381719_uploaded_image1_1695063242.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-391","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Chemise homme","7 000CFA","https://images.coinafrique.com/thumb_4381723_uploaded_image1_1695063341.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-392","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4381744_uploaded_image1_1695064029.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-393","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Costume africain","30 000CFA","https://images.coinafrique.com/thumb_4421622_uploaded_image2_1697631867.jpeg","HLM, Dakar, Sénégal"
"1751301413-394","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Costume africain","35 000CFA","https://images.coinafrique.com/thumb_4421610_uploaded_image1_1697631606.jpg","Cambérène, Dakar, Sénégal"
"1751301413-395","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon Kaki","10 000CFA","https://images.coinafrique.com/thumb_4419500_uploaded_image1_1697490454.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-396","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","T-shirt","8 000CFA","https://images.coinafrique.com/thumb_4419494_uploaded_image1_1697490160.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-397","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Jeans homme","15 000CFA","https://images.coinafrique.com/thumb_4419488_uploaded_image1_1697489769.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-398","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Jogging homme","7 000CFA","https://images.coinafrique.com/thumb_4417677_uploaded_image1_1697371935.jpg","Dakar, Sénégal"
"1751301413-399","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","T-shirt","13 000CFA","https://images.coinafrique.com/thumb_4417451_uploaded_image1_1697355015.jpg","Ouakam, Dakar, Sénégal"
"1751301413-400","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Jogging homme","8 000CFA","https://images.coinafrique.com/thumb_4377175_uploaded_image1_1694718188.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-401","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Lacostes homme","6 500CFA","https://images.coinafrique.com/thumb_4377176_uploaded_image1_1694718268.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-402","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalons Kaki","7 000CFA","https://images.coinafrique.com/thumb_4377182_uploaded_image1_1694718466.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-403","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","15 000CFA","https://images.coinafrique.com/thumb_4414695_uploaded_image1_1697153926.jpg","Parcelle Assainies, Dakar, Sénégal"
"1751301413-404","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Chemise coton","7 000CFA","https://images.coinafrique.com/thumb_4375015_uploaded_image1_1694607527.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-405","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Lacoste homme","7 500CFA","https://images.coinafrique.com/thumb_4375018_uploaded_image1_1694607603.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301413-406","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon Kaki","7 000CFA","https://images.coinafrique.com/thumb_4374994_uploaded_image1_1694606874.jpg","Dakar Plateau, Dakar, Sénégal"
